couple	bande	mod	piege	code	date	order	family	genus	species	eff	session	Rspec	Rgen	Rspec_taxon	Rgen_taxon	code2	code3	codex
12	BF	00m	B	12BF00mB	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF00m	12BF	12BFB
12	BF	00m	B	12BF00mB	22/6	Neuroptera				0	1			__	_	12BF00m	12BF	12BFB
12	BF	00m	B	12BF00mB	22/6	Opiliones				0	1			__	_	12BF00m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Araneae	Araneidae	Araneus	diadematus	1	1	x	x	Araneidae_Araneus_diadematus	Araneidae_Araneus	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Araneae	Araneidae			1	1			Araneidae__	Araneidae_	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Araneae	Salticidae	Pseudeuophrys	erratica	1	1	x	x	Salticidae_Pseudeuophrys_erratica	Salticidae_Pseudeuophrys	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Araneae	Salticidae	Salticus	sp.	1	1		x	Salticidae_Salticus_sp.	Salticidae_Salticus	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Araneae	Thomisidae	Xysticus	sp.	1	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Neuroptera				0	1			__	_	12BF05m	12BF	12BFB
12	BF	05m	B	12BF05mB	22/6	Opiliones				0	1			__	_	12BF05m	12BF	12BFB
12	BF	20m	B	12BF20mB	22/6	Araneae	Araneidae	Nuctenea	umbratica	1	1	x	x	Araneidae_Nuctenea_umbratica	Araneidae_Nuctenea	12BF20m	12BF	12BFB
12	BF	20m	B	12BF20mB	22/6	Araneae	Philodromidae	Philodromus	cespitum	1	1	x	x	Philodromidae_Philodromus_cespitum	Philodromidae_Philodromus	12BF20m	12BF	12BFB
12	BF	20m	B	12BF20mB	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF20m	12BF	12BFB
12	BF	20m	B	12BF20mB	22/6	Neuroptera				0	1			__	_	12BF20m	12BF	12BFB
12	BF	20m	B	12BF20mB	22/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	12BF20m	12BF	12BFB
12	BF	00m	F	12BF00mF	22/6	Araneae	Thomisidae	Synema	globosum	1	1	x	x	Thomisidae_Synema_globosum	Thomisidae_Synema	12BF00m	12BF	12BFF
12	BF	00m	F	12BF00mF	22/6	Araneae	Thomisidae	Xysticus	sp.	2	1		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	12BF00m	12BF	12BFF
12	BF	00m	F	12BF00mF	22/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF00m	12BF	12BFF
12	BF	00m	F	12BF00mF	22/6	Neuroptera				0	1			__	_	12BF00m	12BF	12BFF
12	BF	00m	F	12BF00mF	22/6	Opiliones				0	1			__	_	12BF00m	12BF	12BFF
12	BF	00m	P	12BF00mP	20/6	Araneae	Gnaphosidae	Drassylus	praeficus	2	1	x	x	Gnaphosidae_Drassylus_praeficus	Gnaphosidae_Drassylus	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Gnaphosidae	Trachyzelotes	fuscipes	2	1	x	x	Gnaphosidae_Trachyzelotes_fuscipes	Gnaphosidae_Trachyzelotes	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Linyphiidae	Mermessus	trilobatus	1	1	x	x	Linyphiidae_Mermessus_trilobatus	Linyphiidae_Mermessus	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Linyphiidae	Pelecopsis	sp.	2	1		x	Linyphiidae_Pelecopsis_sp.	Linyphiidae_Pelecopsis	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Lycosidae	Pardosa	prativaga	2	1	x	x	Lycosidae_Pardosa_prativaga	Lycosidae_Pardosa	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Lycosidae	Pardosa	proxima	1	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	3	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Araneae	Lycosidae			5	1			Lycosidae__	Lycosidae_	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Coleoptera	Carabidae	Harpalus	affinis	3	1	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Coleoptera	Carabidae	Harpalus	dimidiatus	1	1	x	x	Carabidae_Harpalus_dimidiatus	Carabidae_Harpalus	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Neuroptera				0	1			__	_	12BF00m	12BF	12BFP
12	BF	00m	P	12BF00mP	20/6	Opiliones				0	1			__	_	12BF00m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Gnaphosidae	Civizelotes	civicus	1	1	x	x	Gnaphosidae_Civizelotes_civicus	Gnaphosidae_Civizelotes	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Gnaphosidae	Haplodrassus	dalmatensis	1	1	x	x	Gnaphosidae_Haplodrassus_dalmatensis	Gnaphosidae_Haplodrassus	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Gnaphosidae	Trachyzelotes	fuscipes	1	1	x	x	Gnaphosidae_Trachyzelotes_fuscipes	Gnaphosidae_Trachyzelotes	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Linyphiidae	Pelecopsis	sp.	1	1		x	Linyphiidae_Pelecopsis_sp.	Linyphiidae_Pelecopsis	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Linyphiidae			1	1			Linyphiidae__	Linyphiidae_	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Lycosidae	Pardosa	proxima	1	1	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Lycosidae	Trochosa	robusta	1	1	x	x	Lycosidae_Trochosa_robusta	Lycosidae_Trochosa	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Lycosidae	Trochosa	sp.	1	1		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Lycosidae	Xerolycosa	miniata	1	1	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Araneae	Lycosidae			34	1			Lycosidae__	Lycosidae_	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Coleoptera	Carabidae	Amara	aenea	1	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Coleoptera	Carabidae	Harpalus	affinis	3	1	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Neuroptera				0	1			__	_	12BF05m	12BF	12BFP
12	BF	05m	P	12BF05mP	20/6	Opiliones				0	1			__	_	12BF05m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Gnaphosidae	Trachyzelotes	fuscipes	2	1	x	x	Gnaphosidae_Trachyzelotes_fuscipes	Gnaphosidae_Trachyzelotes	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Agyneta	mollis	1	1	x	x	Linyphiidae_Agyneta_mollis	Linyphiidae_Agyneta	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Agyneta	sp.	1	1		x	Linyphiidae_Agyneta_sp.	Linyphiidae_Agyneta	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Dicymbium	nigrum	1	1	x	x	Linyphiidae_Dicymbium_nigrum	Linyphiidae_Dicymbium	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Oedothorax	sp.	1	1		x	Linyphiidae_Oedothorax_sp.	Linyphiidae_Oedothorax	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Pelecopsis	parallela	1	1	x	x	Linyphiidae_Pelecopsis_parallela	Linyphiidae_Pelecopsis	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Linyphiidae	Pelecopsis	sp.	3	1		x	Linyphiidae_Pelecopsis_sp.	Linyphiidae_Pelecopsis	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Lycosidae	Xerolycosa	sp.	1	1		x	Lycosidae_Xerolycosa_sp.	Lycosidae_Xerolycosa	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Salticidae	Chalcoscirtus	nigritus	1	1	x	x	Salticidae_Chalcoscirtus_nigritus	Salticidae_Chalcoscirtus	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Araneae	Thomisidae	Ozyptila	simplex	1	1	x	x	Thomisidae_Ozyptila_simplex	Thomisidae_Ozyptila	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Coleoptera	Carabidae	Amara	aenea	1	1	x	x	Carabidae_Amara_aenea	Carabidae_Amara	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Coleoptera	Carabidae	Anchomenus	dorsalis	1	1	x	x	Carabidae_Anchomenus_dorsalis	Carabidae_Anchomenus	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Coleoptera	Carabidae	Harpalus	affinis	2	1	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Coleoptera	Carabidae	Harpalus	pygmaeus	1	1	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Dermaptera	Forficulidae			0	1			Forficulidae__	Forficulidae_	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Neuroptera				0	1			__	_	12BF20m	12BF	12BFP
12	BF	20m	P	12BF20mP	20/6	Opiliones	Phalangiidae	Phalangium	opilio	1	1	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	12BF20m	12BF	12BFP
1	BE	00m	B	1BE00mB	8/8	Araneae	Araneidae	Araneus	sp.	1	2		x	Araneidae_Araneus_sp.	Araneidae_Araneus	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Araneidae			1	2			Araneidae__	Araneidae_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Linyphiidae	Tenuiphantes	sp.	1	2		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Oxyopidae	Oxyopes	sp.	1	2		x	Oxyopidae_Oxyopes_sp.	Oxyopidae_Oxyopes	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Philodromidae			1	2			Philodromidae__	Philodromidae_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Pisauridae	Pisaura	mirabilis	1	2	x	x	Pisauridae_Pisaura_mirabilis	Pisauridae_Pisaura	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Salticidae	Pseudeuophrys	sp.	2	2		x	Salticidae_Pseudeuophrys_sp.	Salticidae_Pseudeuophrys	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Salticidae	Salticus	sp.	1	2		x	Salticidae_Salticus_sp.	Salticidae_Salticus	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Salticidae			1	2			Salticidae__	Salticidae_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Theridiidae	Cryptachaea	riparia	2	2	x	x	Theridiidae_Cryptachaea_riparia	Theridiidae_Cryptachaea	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Araneae	Theridiidae			8	2			Theridiidae__	Theridiidae_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Neuroptera				0	2			__	_	1BE00m	1BE	1BEB
1	BE	00m	B	1BE00mB	8/8	Opiliones				0	2			__	_	1BE00m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Araneae	Linyphiidae	Tenuiphantes	sp.	1	2		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BE05m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Araneae	Salticidae	Pseudeuophrys	sp.	1	2		x	Salticidae_Pseudeuophrys_sp.	Salticidae_Pseudeuophrys	1BE05m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Araneae	Thomisidae	Xysticus	sp.	1	2		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BE05m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE05m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Neuroptera				0	2			__	_	1BE05m	1BE	1BEB
1	BE	05m	B	1BE05mB	8/8	Opiliones				0	2			__	_	1BE05m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Araneae	Araneidae	Mangora	acalypha	1	2	x	x	Araneidae_Mangora_acalypha	Araneidae_Mangora	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Araneae	Salticidae	Pseudeuophrys	sp.	3	2		x	Salticidae_Pseudeuophrys_sp.	Salticidae_Pseudeuophrys	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Araneae	Salticidae	Salticus	sp.	1	2		x	Salticidae_Salticus_sp.	Salticidae_Salticus	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Araneae	Segestriidae	Segestria	sp.	1	2		x	Segestriidae_Segestria_sp.	Segestriidae_Segestria	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Araneae	Theridiidae			1	2			Theridiidae__	Theridiidae_	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Neuroptera	Chrysopidae			1	2			Chrysopidae__	Chrysopidae_	1BE20m	1BE	1BEB
1	BE	20m	B	1BE20mB	8/8	Opiliones	Phalangiidae	Phalangium	opilio	1	2	x	x	Phalangiidae_Phalangium_opilio	Phalangiidae_Phalangium	1BE20m	1BE	1BEB
1	BE	00m	F	1BE00mF	13/8	Araneae	Oxyopidae	Oxyopes	sp.	2	2		x	Oxyopidae_Oxyopes_sp.	Oxyopidae_Oxyopes	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Araneae	Pisauridae	Pisaura	mirabilis	1	2	x	x	Pisauridae_Pisaura_mirabilis	Pisauridae_Pisaura	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Araneae	Theridiidae			1	2			Theridiidae__	Theridiidae_	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Araneae	Thomisidae	Xysticus	kochi	1	2	x	x	Thomisidae_Xysticus_kochi	Thomisidae_Xysticus	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Araneae	Thomisidae	Xysticus	sp.	6	2		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Neuroptera	Chrysopidae	Chrysoperla	sp.	1	2		x	Chrysopidae_Chrysoperla_sp.	Chrysopidae_Chrysoperla	1BE00m	1BE	1BEF
1	BE	00m	F	1BE00mF	13/8	Opiliones				0	2			__	_	1BE00m	1BE	1BEF
1	BE	00m	P	1BE00mP	13/8	Araneae	Linyphiidae	Agyneta	rurestris	2	2	x	x	Linyphiidae_Agyneta_rurestris	Linyphiidae_Agyneta	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Linyphiidae	Erigone	autumnalis	1	2	x	x	Linyphiidae_Erigone_autumnalis	Linyphiidae_Erigone	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Linyphiidae	Mermessus	trilobatus	1	2	x	x	Linyphiidae_Mermessus_trilobatus	Linyphiidae_Mermessus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Linyphiidae	Pelecopsis	sp.	1	2		x	Linyphiidae_Pelecopsis_sp.	Linyphiidae_Pelecopsis	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	2	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Lycosidae	Pardosa	sp.	1	2		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Lycosidae	Trochosa	sp.	5	2		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Lycosidae	Xerolycosa	miniata	5	2	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Lycosidae	Xerolycosa	sp.	8	2		x	Lycosidae_Xerolycosa_sp.	Lycosidae_Xerolycosa	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Araneae	Thomisidae	Xysticus	sp.	1	2		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Coleoptera	Carabidae	Harpalus	affinis	1	2	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Neuroptera				0	2			__	_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Opiliones	Phalangiidae			1	2			Phalangiidae__	Phalangiidae_	1BE00m	1BE	1BEP
1	BE	00m	P	1BE00mP	13/8	Opiliones				1	2			__	_	1BE00m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Gnaphosidae			1	2			Gnaphosidae__	Gnaphosidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Linyphiidae	Pelecopsis	parallela	1	2	x	x	Linyphiidae_Pelecopsis_parallela	Linyphiidae_Pelecopsis	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	2	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Linyphiidae			1	2			Linyphiidae__	Linyphiidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Lycosidae	Pardosa	proxima	2	2	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Lycosidae	Trochosa	sp.	6	2		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Lycosidae	Xerolycosa	sp.	4	2		x	Lycosidae_Xerolycosa_sp.	Lycosidae_Xerolycosa	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Lycosidae			8	2			Lycosidae__	Lycosidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Tetragnathidae	Pachygnatha	degeeri	2	2	x	x	Tetragnathidae_Pachygnatha_degeeri	Tetragnathidae_Pachygnatha	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae	Thomisidae	Xysticus	sp.	1	2		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Araneae				2	2			__	_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Coleoptera	Carabidae	Amara	aenea	1	2	x	x	Carabidae_Amara_aenea	Carabidae_Amara	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Coleoptera	Carabidae	Harpalus	affinis	5	2	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Coleoptera	Carabidae	Metallina	properans	1	2	x	x	Carabidae_Metallina_properans	Carabidae_Metallina	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Neuroptera	Chrysopidae			1	2			Chrysopidae__	Chrysopidae_	1BE05m	1BE	1BEP
1	BE	05m	P	1BE05mP	13/8	Opiliones				2	2			__	_	1BE05m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Linyphiidae	Erigone	dentipalpis	1	2	x	x	Linyphiidae_Erigone_dentipalpis	Linyphiidae_Erigone	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Linyphiidae	Microlinyphia	pusilla	1	2	x	x	Linyphiidae_Microlinyphia_pusilla	Linyphiidae_Microlinyphia	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Linyphiidae	Tenuiphantes	sp.	1	2		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	2	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Linyphiidae			1	2			Linyphiidae__	Linyphiidae_	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Lycosidae	Pardosa	proxima	1	2	x	x	Lycosidae_Pardosa_proxima	Lycosidae_Pardosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Lycosidae	Pardosa	sp.	5	2		x	Lycosidae_Pardosa_sp.	Lycosidae_Pardosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Lycosidae	Trochosa	sp.	8	2		x	Lycosidae_Trochosa_sp.	Lycosidae_Trochosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Lycosidae	Xerolycosa	miniata	2	2	x	x	Lycosidae_Xerolycosa_miniata	Lycosidae_Xerolycosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Araneae	Lycosidae	Xerolycosa	sp.	3	2		x	Lycosidae_Xerolycosa_sp.	Lycosidae_Xerolycosa	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Coleoptera	Carabidae	Calathus	fuscipes	1	2	x	x	Carabidae_Calathus_fuscipes	Carabidae_Calathus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Coleoptera	Carabidae	Harpalus	affinis	1	2	x	x	Carabidae_Harpalus_affinis	Carabidae_Harpalus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Coleoptera	Carabidae	Harpalus	pygmaeus	1	2	x	x	Carabidae_Harpalus_pygmaeus	Carabidae_Harpalus	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Neuroptera	Chrysopidae			1	2			Chrysopidae__	Chrysopidae_	1BE20m	1BE	1BEP
1	BE	20m	P	1BE20mP	13/8	Opiliones				0	2			__	_	1BE20m	1BE	1BEP
1	BF	00m	B	1BF00mB	8/8	Araneae	Araneidae	Araniella	sp.	1	2		x	Araneidae_Araniella_sp.	Araneidae_Araniella	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Araneidae			3	2			Araneidae__	Araneidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Linyphiidae	Tenuiphantes	sp.	2	2		x	Linyphiidae_Tenuiphantes_sp.	Linyphiidae_Tenuiphantes	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Linyphiidae	Tenuiphantes	tenuis	1	2	x	x	Linyphiidae_Tenuiphantes_tenuis	Linyphiidae_Tenuiphantes	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Pisauridae	Pisaura	mirabilis	1	2	x	x	Pisauridae_Pisaura_mirabilis	Pisauridae_Pisaura	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Salticidae	Pseudeuophrys	sp.	3	2		x	Salticidae_Pseudeuophrys_sp.	Salticidae_Pseudeuophrys	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Salticidae			2	2			Salticidae__	Salticidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Theridiidae	Cryptachaea	riparia	3	2	x	x	Theridiidae_Cryptachaea_riparia	Theridiidae_Cryptachaea	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Theridiidae			3	2			Theridiidae__	Theridiidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Araneae	Thomisidae	Xysticus	sp.	1	2		x	Thomisidae_Xysticus_sp.	Thomisidae_Xysticus	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Dermaptera	Forficulidae			0	2			Forficulidae__	Forficulidae_	1BF00m	1BF	1BFB
1	BF	00m	B	1BF00mB	8/8	Neuroptera	Chrysopidae			2	2			Chrysopidae__	Chrysopidae_	1BF00m	1BF	1BFB
