"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs","year"
"1125","1","BE","00m","B","1BE00mB","8/8","Araneae","Salticidae","","",1,"2","","","Salticidae__","Salticidae_","1BE00m","1BE","1BEB"," ","1BE00m 2","Araneae_Salticidae__","F_Araneae_Salticidae__","2018"
"1126","1","BE","00m","B","1BE00mB","8/8","Araneae","Theridiidae","Cryptachaea","riparia",2,"2","x","x","Theridiidae_Cryptachaea_riparia","Theridiidae_Cryptachaea","1BE00m","1BE","1BEB","Cryptachaea riparia","1BE00m 2","Araneae_Theridiidae_Cryptachaea_riparia","S_Araneae_Theridiidae_Cryptachaea_riparia","2018"
"1127","1","BE","00m","B","1BE00mB","8/8","Araneae","Theridiidae","","",8,"2","","","Theridiidae__","Theridiidae_","1BE00m","1BE","1BEB"," ","1BE00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1128","1","BE","00m","B","1BE00mB","8/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE00m","1BE","1BEB"," ","1BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1129","1","BE","00m","B","1BE00mB","8/8","Neuroptera","","","",0,"2","","","__","_","1BE00m","1BE","1BEB"," ","1BE00m 2","Neuroptera___","O_Neuroptera___","2018"
"1130","1","BE","00m","B","1BE00mB","8/8","Opiliones","","","",0,"2","","","__","_","1BE00m","1BE","1BEB"," ","1BE00m 2","Opiliones___","O_Opiliones___","2018"
"1131","1","BE","05m","B","1BE05mB","8/8","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BE05m","1BE","1BEB","Tenuiphantes sp.","1BE05m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1132","1","BE","05m","B","1BE05mB","8/8","Araneae","Salticidae","Pseudeuophrys","sp.",1,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","1BE05m","1BE","1BEB","Pseudeuophrys sp.","1BE05m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1133","1","BE","05m","B","1BE05mB","8/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BE05m","1BE","1BEB","Xysticus sp.","1BE05m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1134","1","BE","05m","B","1BE05mB","8/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE05m","1BE","1BEB"," ","1BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1135","1","BE","05m","B","1BE05mB","8/8","Neuroptera","","","",0,"2","","","__","_","1BE05m","1BE","1BEB"," ","1BE05m 2","Neuroptera___","O_Neuroptera___","2018"
"1136","1","BE","05m","B","1BE05mB","8/8","Opiliones","","","",0,"2","","","__","_","1BE05m","1BE","1BEB"," ","1BE05m 2","Opiliones___","O_Opiliones___","2018"
"1137","1","BE","20m","B","1BE20mB","8/8","Araneae","Araneidae","Mangora","acalypha",1,"2","x","x","Araneidae_Mangora_acalypha","Araneidae_Mangora","1BE20m","1BE","1BEB","Mangora acalypha","1BE20m 2","Araneae_Araneidae_Mangora_acalypha","S_Araneae_Araneidae_Mangora_acalypha","2018"
"1138","1","BE","20m","B","1BE20mB","8/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","1BE20m","1BE","1BEB","Pseudeuophrys sp.","1BE20m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1139","1","BE","20m","B","1BE20mB","8/8","Araneae","Salticidae","Salticus","sp.",1,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","1BE20m","1BE","1BEB","Salticus sp.","1BE20m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018"
"1140","1","BE","20m","B","1BE20mB","8/8","Araneae","Segestriidae","Segestria","sp.",1,"2","","x","Segestriidae_Segestria_sp.","Segestriidae_Segestria","1BE20m","1BE","1BEB","Segestria sp.","1BE20m 2","Araneae_Segestriidae_Segestria_sp.","G_Araneae_Segestriidae_Segestria_sp.","2018"
"1141","1","BE","20m","B","1BE20mB","8/8","Araneae","Theridiidae","","",1,"2","","","Theridiidae__","Theridiidae_","1BE20m","1BE","1BEB"," ","1BE20m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1142","1","BE","20m","B","1BE20mB","8/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE20m","1BE","1BEB"," ","1BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1143","1","BE","20m","B","1BE20mB","8/8","Neuroptera","Chrysopidae","","",1,"2","","","Chrysopidae__","Chrysopidae_","1BE20m","1BE","1BEB"," ","1BE20m 2","Neuroptera_Chrysopidae__","F_Neuroptera_Chrysopidae__","2018"
"1144","1","BE","20m","B","1BE20mB","8/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BE20m","1BE","1BEB","Phalangium opilio","1BE20m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018"
"1145","1","BE","00m","F","1BE00mF","13/8","Araneae","Oxyopidae","Oxyopes","sp.",2,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","1BE00m","1BE","1BEF","Oxyopes sp.","1BE00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018"
"1146","1","BE","00m","F","1BE00mF","13/8","Araneae","Pisauridae","Pisaura","mirabilis",1,"2","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","1BE00m","1BE","1BEF","Pisaura mirabilis","1BE00m 2","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis","2018"
"1147","1","BE","00m","F","1BE00mF","13/8","Araneae","Theridiidae","","",1,"2","","","Theridiidae__","Theridiidae_","1BE00m","1BE","1BEF"," ","1BE00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1148","1","BE","00m","F","1BE00mF","13/8","Araneae","Thomisidae","Xysticus","kochi",1,"2","x","x","Thomisidae_Xysticus_kochi","Thomisidae_Xysticus","1BE00m","1BE","1BEF","Xysticus kochi","1BE00m 2","Araneae_Thomisidae_Xysticus_kochi","S_Araneae_Thomisidae_Xysticus_kochi","2018"
"1149","1","BE","00m","F","1BE00mF","13/8","Araneae","Thomisidae","Xysticus","sp.",6,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BE00m","1BE","1BEF","Xysticus sp.","1BE00m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1150","1","BE","00m","F","1BE00mF","13/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE00m","1BE","1BEF"," ","1BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1151","1","BE","00m","F","1BE00mF","13/8","Neuroptera","Chrysopidae","Chrysoperla","sp.",1,"2","","x","Chrysopidae_Chrysoperla_sp.","Chrysopidae_Chrysoperla","1BE00m","1BE","1BEF","Chrysoperla sp.","1BE00m 2","Neuroptera_Chrysopidae_Chrysoperla_sp.","G_Neuroptera_Chrysopidae_Chrysoperla_sp.","2018"
"1152","1","BE","00m","F","1BE00mF","13/8","Opiliones","","","",0,"2","","","__","_","1BE00m","1BE","1BEF"," ","1BE00m 2","Opiliones___","O_Opiliones___","2018"
"1153","1","BE","00m","P","1BE00mP","13/8","Araneae","Linyphiidae","Agyneta","rurestris",2,"2","x","x","Linyphiidae_Agyneta_rurestris","Linyphiidae_Agyneta","1BE00m","1BE","1BEP","Agyneta rurestris","1BE00m 2","Araneae_Linyphiidae_Agyneta_rurestris","S_Araneae_Linyphiidae_Agyneta_rurestris","2018"
"1154","1","BE","00m","P","1BE00mP","13/8","Araneae","Linyphiidae","Erigone","autumnalis",1,"2","x","x","Linyphiidae_Erigone_autumnalis","Linyphiidae_Erigone","1BE00m","1BE","1BEP","Erigone autumnalis","1BE00m 2","Araneae_Linyphiidae_Erigone_autumnalis","S_Araneae_Linyphiidae_Erigone_autumnalis","2018"
"1155","1","BE","00m","P","1BE00mP","13/8","Araneae","Linyphiidae","Mermessus","trilobatus",1,"2","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","1BE00m","1BE","1BEP","Mermessus trilobatus","1BE00m 2","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018"
"1156","1","BE","00m","P","1BE00mP","13/8","Araneae","Linyphiidae","Pelecopsis","sp.",1,"2","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","1BE00m","1BE","1BEP","Pelecopsis sp.","1BE00m 2","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018"
"1157","1","BE","00m","P","1BE00mP","13/8","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"2","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BE00m","1BE","1BEP","Tenuiphantes tenuis","1BE00m 2","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis","2018"
"1158","1","BE","00m","P","1BE00mP","13/8","Araneae","Lycosidae","Pardosa","sp.",1,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","1BE00m","1BE","1BEP","Pardosa sp.","1BE00m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1159","1","BE","00m","P","1BE00mP","13/8","Araneae","Lycosidae","Trochosa","sp.",5,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","1BE00m","1BE","1BEP","Trochosa sp.","1BE00m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1160","1","BE","00m","P","1BE00mP","13/8","Araneae","Lycosidae","Xerolycosa","miniata",5,"2","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","1BE00m","1BE","1BEP","Xerolycosa miniata","1BE00m 2","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018"
"1161","1","BE","00m","P","1BE00mP","13/8","Araneae","Lycosidae","Xerolycosa","sp.",8,"2","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","1BE00m","1BE","1BEP","Xerolycosa sp.","1BE00m 2","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018"
"1162","1","BE","00m","P","1BE00mP","13/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BE00m","1BE","1BEP","Xysticus sp.","1BE00m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1163","1","BE","00m","P","1BE00mP","13/8","Coleoptera","Carabidae","Harpalus","affinis",1,"2","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","1BE00m","1BE","1BEP","Harpalus affinis","1BE00m 2","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018"
"1164","1","BE","00m","P","1BE00mP","13/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE00m","1BE","1BEP"," ","1BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1165","1","BE","00m","P","1BE00mP","13/8","Neuroptera","","","",0,"2","","","__","_","1BE00m","1BE","1BEP"," ","1BE00m 2","Neuroptera___","O_Neuroptera___","2018"
"1166","1","BE","00m","P","1BE00mP","13/8","Opiliones","Phalangiidae","","",1,"2","","","Phalangiidae__","Phalangiidae_","1BE00m","1BE","1BEP"," ","1BE00m 2","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018"
"1167","1","BE","00m","P","1BE00mP","13/8","Opiliones","","","",1,"2","","","__","_","1BE00m","1BE","1BEP"," ","1BE00m 2","Opiliones___","O_Opiliones___","2018"
"1168","1","BE","05m","P","1BE05mP","13/8","Araneae","Gnaphosidae","","",1,"2","","","Gnaphosidae__","Gnaphosidae_","1BE05m","1BE","1BEP"," ","1BE05m 2","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__","2018"
"1169","1","BE","05m","P","1BE05mP","13/8","Araneae","Linyphiidae","Pelecopsis","parallela",1,"2","x","x","Linyphiidae_Pelecopsis_parallela","Linyphiidae_Pelecopsis","1BE05m","1BE","1BEP","Pelecopsis parallela","1BE05m 2","Araneae_Linyphiidae_Pelecopsis_parallela","S_Araneae_Linyphiidae_Pelecopsis_parallela","2018"
"1170","1","BE","05m","P","1BE05mP","13/8","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"2","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BE05m","1BE","1BEP","Tenuiphantes tenuis","1BE05m 2","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis","2018"
"1171","1","BE","05m","P","1BE05mP","13/8","Araneae","Linyphiidae","","",1,"2","","","Linyphiidae__","Linyphiidae_","1BE05m","1BE","1BEP"," ","1BE05m 2","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__","2018"
"1172","1","BE","05m","P","1BE05mP","13/8","Araneae","Lycosidae","Pardosa","proxima",2,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","1BE05m","1BE","1BEP","Pardosa proxima","1BE05m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018"
"1173","1","BE","05m","P","1BE05mP","13/8","Araneae","Lycosidae","Trochosa","sp.",6,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","1BE05m","1BE","1BEP","Trochosa sp.","1BE05m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1174","1","BE","05m","P","1BE05mP","13/8","Araneae","Lycosidae","Xerolycosa","sp.",4,"2","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","1BE05m","1BE","1BEP","Xerolycosa sp.","1BE05m 2","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018"
"1175","1","BE","05m","P","1BE05mP","13/8","Araneae","Lycosidae","","",8,"2","","","Lycosidae__","Lycosidae_","1BE05m","1BE","1BEP"," ","1BE05m 2","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018"
"1176","1","BE","05m","P","1BE05mP","13/8","Araneae","Tetragnathidae","Pachygnatha","degeeri",2,"2","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","1BE05m","1BE","1BEP","Pachygnatha degeeri","1BE05m 2","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018"
"1177","1","BE","05m","P","1BE05mP","13/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BE05m","1BE","1BEP","Xysticus sp.","1BE05m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1178","1","BE","05m","P","1BE05mP","13/8","Araneae","","","",2,"2","","","__","_","1BE05m","1BE","1BEP"," ","1BE05m 2","Araneae___","O_Araneae___","2018"
"1179","1","BE","05m","P","1BE05mP","13/8","Coleoptera","Carabidae","Amara","aenea",1,"2","x","x","Carabidae_Amara_aenea","Carabidae_Amara","1BE05m","1BE","1BEP","Amara aenea","1BE05m 2","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea","2018"
"1180","1","BE","05m","P","1BE05mP","13/8","Coleoptera","Carabidae","Harpalus","affinis",5,"2","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","1BE05m","1BE","1BEP","Harpalus affinis","1BE05m 2","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018"
"1181","1","BE","05m","P","1BE05mP","13/8","Coleoptera","Carabidae","Metallina","properans",1,"2","x","x","Carabidae_Metallina_properans","Carabidae_Metallina","1BE05m","1BE","1BEP","Metallina properans","1BE05m 2","Coleoptera_Carabidae_Metallina_properans","S_Coleoptera_Carabidae_Metallina_properans","2018"
"1182","1","BE","05m","P","1BE05mP","13/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE05m","1BE","1BEP"," ","1BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1183","1","BE","05m","P","1BE05mP","13/8","Neuroptera","Chrysopidae","","",1,"2","","","Chrysopidae__","Chrysopidae_","1BE05m","1BE","1BEP"," ","1BE05m 2","Neuroptera_Chrysopidae__","F_Neuroptera_Chrysopidae__","2018"
"1184","1","BE","05m","P","1BE05mP","13/8","Opiliones","","","",2,"2","","","__","_","1BE05m","1BE","1BEP"," ","1BE05m 2","Opiliones___","O_Opiliones___","2018"
"1185","1","BE","20m","P","1BE20mP","13/8","Araneae","Linyphiidae","Erigone","dentipalpis",1,"2","x","x","Linyphiidae_Erigone_dentipalpis","Linyphiidae_Erigone","1BE20m","1BE","1BEP","Erigone dentipalpis","1BE20m 2","Araneae_Linyphiidae_Erigone_dentipalpis","S_Araneae_Linyphiidae_Erigone_dentipalpis","2018"
"1186","1","BE","20m","P","1BE20mP","13/8","Araneae","Linyphiidae","Microlinyphia","pusilla",1,"2","x","x","Linyphiidae_Microlinyphia_pusilla","Linyphiidae_Microlinyphia","1BE20m","1BE","1BEP","Microlinyphia pusilla","1BE20m 2","Araneae_Linyphiidae_Microlinyphia_pusilla","S_Araneae_Linyphiidae_Microlinyphia_pusilla","2018"
"1187","1","BE","20m","P","1BE20mP","13/8","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BE20m","1BE","1BEP","Tenuiphantes sp.","1BE20m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1188","1","BE","20m","P","1BE20mP","13/8","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"2","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BE20m","1BE","1BEP","Tenuiphantes tenuis","1BE20m 2","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis","2018"
"1189","1","BE","20m","P","1BE20mP","13/8","Araneae","Linyphiidae","","",1,"2","","","Linyphiidae__","Linyphiidae_","1BE20m","1BE","1BEP"," ","1BE20m 2","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__","2018"
"1190","1","BE","20m","P","1BE20mP","13/8","Araneae","Lycosidae","Pardosa","proxima",1,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","1BE20m","1BE","1BEP","Pardosa proxima","1BE20m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018"
"1191","1","BE","20m","P","1BE20mP","13/8","Araneae","Lycosidae","Pardosa","sp.",5,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","1BE20m","1BE","1BEP","Pardosa sp.","1BE20m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1192","1","BE","20m","P","1BE20mP","13/8","Araneae","Lycosidae","Trochosa","sp.",8,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","1BE20m","1BE","1BEP","Trochosa sp.","1BE20m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1193","1","BE","20m","P","1BE20mP","13/8","Araneae","Lycosidae","Xerolycosa","miniata",2,"2","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","1BE20m","1BE","1BEP","Xerolycosa miniata","1BE20m 2","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018"
"1194","1","BE","20m","P","1BE20mP","13/8","Araneae","Lycosidae","Xerolycosa","sp.",3,"2","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","1BE20m","1BE","1BEP","Xerolycosa sp.","1BE20m 2","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018"
"1195","1","BE","20m","P","1BE20mP","13/8","Coleoptera","Carabidae","Calathus","fuscipes",1,"2","x","x","Carabidae_Calathus_fuscipes","Carabidae_Calathus","1BE20m","1BE","1BEP","Calathus fuscipes","1BE20m 2","Coleoptera_Carabidae_Calathus_fuscipes","S_Coleoptera_Carabidae_Calathus_fuscipes","2018"
"1196","1","BE","20m","P","1BE20mP","13/8","Coleoptera","Carabidae","Harpalus","affinis",1,"2","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","1BE20m","1BE","1BEP","Harpalus affinis","1BE20m 2","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018"
"1197","1","BE","20m","P","1BE20mP","13/8","Coleoptera","Carabidae","Harpalus","pygmaeus",1,"2","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","1BE20m","1BE","1BEP","Harpalus pygmaeus","1BE20m 2","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus","2018"
"1198","1","BE","20m","P","1BE20mP","13/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BE20m","1BE","1BEP"," ","1BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1199","1","BE","20m","P","1BE20mP","13/8","Neuroptera","Chrysopidae","","",1,"2","","","Chrysopidae__","Chrysopidae_","1BE20m","1BE","1BEP"," ","1BE20m 2","Neuroptera_Chrysopidae__","F_Neuroptera_Chrysopidae__","2018"
"1200","1","BE","20m","P","1BE20mP","13/8","Opiliones","","","",0,"2","","","__","_","1BE20m","1BE","1BEP"," ","1BE20m 2","Opiliones___","O_Opiliones___","2018"
"1201","1","BF","00m","B","1BF00mB","8/8","Araneae","Araneidae","Araniella","sp.",1,"2","","x","Araneidae_Araniella_sp.","Araneidae_Araniella","1BF00m","1BF","1BFB","Araniella sp.","1BF00m 2","Araneae_Araneidae_Araniella_sp.","G_Araneae_Araneidae_Araniella_sp.","2018"
"1202","1","BF","00m","B","1BF00mB","8/8","Araneae","Araneidae","","",3,"2","","","Araneidae__","Araneidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018"
"1203","1","BF","00m","B","1BF00mB","8/8","Araneae","Linyphiidae","Tenuiphantes","sp.",2,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","1BF00m","1BF","1BFB","Tenuiphantes sp.","1BF00m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1204","1","BF","00m","B","1BF00mB","8/8","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"2","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","1BF00m","1BF","1BFB","Tenuiphantes tenuis","1BF00m 2","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis","2018"
"1205","1","BF","00m","B","1BF00mB","8/8","Araneae","Pisauridae","Pisaura","mirabilis",1,"2","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","1BF00m","1BF","1BFB","Pisaura mirabilis","1BF00m 2","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis","2018"
"1206","1","BF","00m","B","1BF00mB","8/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","1BF00m","1BF","1BFB","Pseudeuophrys sp.","1BF00m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1207","1","BF","00m","B","1BF00mB","8/8","Araneae","Salticidae","","",2,"2","","","Salticidae__","Salticidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Araneae_Salticidae__","F_Araneae_Salticidae__","2018"
"1208","1","BF","00m","B","1BF00mB","8/8","Araneae","Theridiidae","Cryptachaea","riparia",3,"2","x","x","Theridiidae_Cryptachaea_riparia","Theridiidae_Cryptachaea","1BF00m","1BF","1BFB","Cryptachaea riparia","1BF00m 2","Araneae_Theridiidae_Cryptachaea_riparia","S_Araneae_Theridiidae_Cryptachaea_riparia","2018"
"1209","1","BF","00m","B","1BF00mB","8/8","Araneae","Theridiidae","","",3,"2","","","Theridiidae__","Theridiidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1210","1","BF","00m","B","1BF00mB","8/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","1BF00m","1BF","1BFB","Xysticus sp.","1BF00m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1211","1","BF","00m","B","1BF00mB","8/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1212","1","BF","00m","B","1BF00mB","8/8","Neuroptera","Chrysopidae","","",2,"2","","","Chrysopidae__","Chrysopidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Neuroptera_Chrysopidae__","F_Neuroptera_Chrysopidae__","2018"
"1213","1","BF","00m","B","1BF00mB","8/8","Opiliones","Phalangiidae","Phalangium","opilio",3,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","1BF00m","1BF","1BFB","Phalangium opilio","1BF00m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018"
"1214","1","BF","00m","B","1BF00mB","8/8","Opiliones","Phalangiidae","","",1,"2","","","Phalangiidae__","Phalangiidae_","1BF00m","1BF","1BFB"," ","1BF00m 2","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018"
"1215","1","BF","05m","B","1BF05mB","8/8","Araneae","Araneidae","Araneus","diadematus",1,"2","x","x","Araneidae_Araneus_diadematus","Araneidae_Araneus","1BF05m","1BF","1BFB","Araneus diadematus","1BF05m 2","Araneae_Araneidae_Araneus_diadematus","S_Araneae_Araneidae_Araneus_diadematus","2018"
