"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs"
"199","2","BE","20m","P","2BE20mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BE20m","2BE","2BEP"," ","2BE20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"200","2","BE","20m","P","2BE20mP","20/6","Neuroptera","","","",0,"1","","","__","_","2BE20m","2BE","2BEP"," ","2BE20m 1","Neuroptera___","O_Neuroptera___"
"201","2","BE","20m","P","2BE20mP","20/6","Opiliones","","","",0,"1","","","__","_","2BE20m","2BE","2BEP"," ","2BE20m 1","Opiliones___","O_Opiliones___"
"202","2","BF","00m","B","2BF00mB","19/6","Araneae","Araneidae","Araneus","sp.",2,"1","","x","Araneidae_Araneus_sp.","Araneidae_Araneus","2BF00m","2BF","2BFB","Araneus sp.","2BF00m 1","Araneae_Araneidae_Araneus_sp.","G_Araneae_Araneidae_Araneus_sp."
"203","2","BF","00m","B","2BF00mB","19/6","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","2BF00m","2BF","2BFB","Tenuiphantes sp.","2BF00m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"204","2","BF","00m","B","2BF00mB","19/6","Araneae","Thomisidae","Xysticus","sp.",2,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","2BF00m","2BF","2BFB","Xysticus sp.","2BF00m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
"205","2","BF","00m","B","2BF00mB","19/6","Araneae","","","",2,"1","","","__","_","2BF00m","2BF","2BFB"," ","2BF00m 1","Araneae___","O_Araneae___"
"206","2","BF","00m","B","2BF00mB","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF00m","2BF","2BFB"," ","2BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"207","2","BF","00m","B","2BF00mB","19/6","Neuroptera","","","",0,"1","","","__","_","2BF00m","2BF","2BFB"," ","2BF00m 1","Neuroptera___","O_Neuroptera___"
"208","2","BF","00m","B","2BF00mB","19/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BF00m","2BF","2BFB","Phalangium opilio","2BF00m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"209","2","BF","05m","B","2BF05mB","19/6","Araneae","Linyphiidae","Agyneta","sp.",1,"1","","x","Linyphiidae_Agyneta_sp.","Linyphiidae_Agyneta","2BF05m","2BF","2BFB","Agyneta sp.","2BF05m 1","Araneae_Linyphiidae_Agyneta_sp.","G_Araneae_Linyphiidae_Agyneta_sp."
"210","2","BF","05m","B","2BF05mB","19/6","Araneae","Linyphiidae","Mermessus","trilobatus",1,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","2BF05m","2BF","2BFB","Mermessus trilobatus","2BF05m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"211","2","BF","05m","B","2BF05mB","19/6","Araneae","Linyphiidae","Tenuiphantes","sp.",3,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","2BF05m","2BF","2BFB","Tenuiphantes sp.","2BF05m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"212","2","BF","05m","B","2BF05mB","19/6","Araneae","Salticidae","Pseudicius","encarpatus",1,"1","x","x","Salticidae_Pseudicius_encarpatus","Salticidae_Pseudicius","2BF05m","2BF","2BFB","Pseudicius encarpatus","2BF05m 1","Araneae_Salticidae_Pseudicius_encarpatus","S_Araneae_Salticidae_Pseudicius_encarpatus"
"213","2","BF","05m","B","2BF05mB","19/6","Araneae","Salticidae","Salticus","sp.",1,"1","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","2BF05m","2BF","2BFB","Salticus sp.","2BF05m 1","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp."
"214","2","BF","05m","B","2BF05mB","19/6","Araneae","Theridiidae","Enoplognatha","sp.",1,"1","","x","Theridiidae_Enoplognatha_sp.","Theridiidae_Enoplognatha","2BF05m","2BF","2BFB","Enoplognatha sp.","2BF05m 1","Araneae_Theridiidae_Enoplognatha_sp.","G_Araneae_Theridiidae_Enoplognatha_sp."
"215","2","BF","05m","B","2BF05mB","19/6","Araneae","Thomisidae","Xysticus","sp.",1,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","2BF05m","2BF","2BFB","Xysticus sp.","2BF05m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
"216","2","BF","05m","B","2BF05mB","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF05m","2BF","2BFB"," ","2BF05m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"217","2","BF","05m","B","2BF05mB","19/6","Neuroptera","","","",0,"1","","","__","_","2BF05m","2BF","2BFB"," ","2BF05m 1","Neuroptera___","O_Neuroptera___"
"218","2","BF","05m","B","2BF05mB","19/6","Opiliones","","","",0,"1","","","__","_","2BF05m","2BF","2BFB"," ","2BF05m 1","Opiliones___","O_Opiliones___"
"219","2","BF","20m","B","2BF20mB","19/6","Araneae","Araneidae","","",1,"1","","","Araneidae__","Araneidae_","2BF20m","2BF","2BFB"," ","2BF20m 1","Araneae_Araneidae__","F_Araneae_Araneidae__"
"220","2","BF","20m","B","2BF20mB","19/6","Araneae","Linyphiidae","Araeoncus","humilis",1,"1","x","x","Linyphiidae_Araeoncus_humilis","Linyphiidae_Araeoncus","2BF20m","2BF","2BFB","Araeoncus humilis","2BF20m 1","Araneae_Linyphiidae_Araeoncus_humilis","S_Araneae_Linyphiidae_Araeoncus_humilis"
"221","2","BF","20m","B","2BF20mB","19/6","Araneae","Linyphiidae","Mermessus","trilobatus",1,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","2BF20m","2BF","2BFB","Mermessus trilobatus","2BF20m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"222","2","BF","20m","B","2BF20mB","19/6","Araneae","Linyphiidae","Tenuiphantes","sp.",2,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","2BF20m","2BF","2BFB","Tenuiphantes sp.","2BF20m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"223","2","BF","20m","B","2BF20mB","19/6","Araneae","Salticidae","Pseudeuophrys","erratica",1,"1","x","x","Salticidae_Pseudeuophrys_erratica","Salticidae_Pseudeuophrys","2BF20m","2BF","2BFB","Pseudeuophrys erratica","2BF20m 1","Araneae_Salticidae_Pseudeuophrys_erratica","S_Araneae_Salticidae_Pseudeuophrys_erratica"
"224","2","BF","20m","B","2BF20mB","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF20m","2BF","2BFB"," ","2BF20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"225","2","BF","20m","B","2BF20mB","19/6","Neuroptera","","","",0,"1","","","__","_","2BF20m","2BF","2BFB"," ","2BF20m 1","Neuroptera___","O_Neuroptera___"
"226","2","BF","20m","B","2BF20mB","19/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BF20m","2BF","2BFB","Phalangium opilio","2BF20m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"227","2","BF","00m","F","2BF00mF","19/6","Araneae","Linyphiidae","","",1,"1","","","Linyphiidae__","Linyphiidae_","2BF00m","2BF","2BFF"," ","2BF00m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__"
"228","2","BF","00m","F","2BF00mF","19/6","Araneae","Thomisidae","Xysticus","sp.",3,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","2BF00m","2BF","2BFF","Xysticus sp.","2BF00m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
"229","2","BF","00m","F","2BF00mF","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF00m","2BF","2BFF"," ","2BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"230","2","BF","00m","F","2BF00mF","19/6","Neuroptera","","","",0,"1","","","__","_","2BF00m","2BF","2BFF"," ","2BF00m 1","Neuroptera___","O_Neuroptera___"
"231","2","BF","00m","F","2BF00mF","19/6","Opiliones","Phalangiidae","","",1,"1","","","Phalangiidae__","Phalangiidae_","2BF00m","2BF","2BFF"," ","2BF00m 1","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__"
"232","2","BF","00m","P","2BF00mP","20/6","Araneae","Gnaphosidae","Drassylus","praeficus",1,"1","x","x","Gnaphosidae_Drassylus_praeficus","Gnaphosidae_Drassylus","2BF00m","2BF","2BFP","Drassylus praeficus","2BF00m 1","Araneae_Gnaphosidae_Drassylus_praeficus","S_Araneae_Gnaphosidae_Drassylus_praeficus"
"233","2","BF","00m","P","2BF00mP","20/6","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","2BF00m","2BF","2BFP","Tenuiphantes sp.","2BF00m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"234","2","BF","00m","P","2BF00mP","20/6","Araneae","Lycosidae","Pardosa","prativaga",1,"1","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","2BF00m","2BF","2BFP","Pardosa prativaga","2BF00m 1","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga"
"235","2","BF","00m","P","2BF00mP","20/6","Coleoptera","Carabidae","Amara","aenea",4,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","2BF00m","2BF","2BFP","Amara aenea","2BF00m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"236","2","BF","00m","P","2BF00mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",1,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","2BF00m","2BF","2BFP","Harpalus affinis","2BF00m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis"
"237","2","BF","00m","P","2BF00mP","20/6","Coleoptera","Carabidae","Harpalus","dimidiatus",3,"1","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","2BF00m","2BF","2BFP","Harpalus dimidiatus","2BF00m 1","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus"
"238","2","BF","00m","P","2BF00mP","20/6","Coleoptera","Carabidae","Harpalus","distinguendus",1,"1","x","x","Carabidae_Harpalus_distinguendus","Carabidae_Harpalus","2BF00m","2BF","2BFP","Harpalus distinguendus","2BF00m 1","Coleoptera_Carabidae_Harpalus_distinguendus","S_Coleoptera_Carabidae_Harpalus_distinguendus"
"239","2","BF","00m","P","2BF00mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",5,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","2BF00m","2BF","2BFP","Harpalus pygmaeus","2BF00m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"240","2","BF","00m","P","2BF00mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF00m","2BF","2BFP"," ","2BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"241","2","BF","00m","P","2BF00mP","20/6","Neuroptera","","","",0,"1","","","__","_","2BF00m","2BF","2BFP"," ","2BF00m 1","Neuroptera___","O_Neuroptera___"
"242","2","BF","00m","P","2BF00mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",2,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BF00m","2BF","2BFP","Phalangium opilio","2BF00m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"243","2","BF","05m","P","2BF05mP","20/6","Araneae","Linyphiidae","Mermessus","trilobatus",3,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","2BF05m","2BF","2BFP","Mermessus trilobatus","2BF05m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus"
"244","2","BF","05m","P","2BF05mP","20/6","Araneae","Lycosidae","Pardosa","prativaga",1,"1","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","2BF05m","2BF","2BFP","Pardosa prativaga","2BF05m 1","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga"
"245","2","BF","05m","P","2BF05mP","20/6","Araneae","Lycosidae","Pardosa","proxima",2,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","2BF05m","2BF","2BFP","Pardosa proxima","2BF05m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima"
"246","2","BF","05m","P","2BF05mP","20/6","Araneae","Lycosidae","Pardosa","sp.",4,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","2BF05m","2BF","2BFP","Pardosa sp.","2BF05m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp."
"247","2","BF","05m","P","2BF05mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",3,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","2BF05m","2BF","2BFP","Xerolycosa miniata","2BF05m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata"
"248","2","BF","05m","P","2BF05mP","20/6","Araneae","Lycosidae","","",25,"1","","","Lycosidae__","Lycosidae_","2BF05m","2BF","2BFP"," ","2BF05m 1","Araneae_Lycosidae__","F_Araneae_Lycosidae__"
"249","2","BF","05m","P","2BF05mP","20/6","Araneae","Salticidae","Pellenes","brevis",1,"1","x","x","Salticidae_Pellenes_brevis","Salticidae_Pellenes","2BF05m","2BF","2BFP","Pellenes brevis","2BF05m 1","Araneae_Salticidae_Pellenes_brevis","S_Araneae_Salticidae_Pellenes_brevis"
"250","2","BF","05m","P","2BF05mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",2,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","2BF05m","2BF","2BFP","Pachygnatha degeeri","2BF05m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri"
"251","2","BF","05m","P","2BF05mP","20/6","Araneae","Thomisidae","Misumena","vatia",1,"1","x","x","Thomisidae_Misumena_vatia","Thomisidae_Misumena","2BF05m","2BF","2BFP","Misumena vatia","2BF05m 1","Araneae_Thomisidae_Misumena_vatia","S_Araneae_Thomisidae_Misumena_vatia"
"252","2","BF","05m","P","2BF05mP","20/6","Coleoptera","Carabidae","Amara","aenea",1,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","2BF05m","2BF","2BFP","Amara aenea","2BF05m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"253","2","BF","05m","P","2BF05mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",2,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","2BF05m","2BF","2BFP","Harpalus affinis","2BF05m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis"
"254","2","BF","05m","P","2BF05mP","20/6","Coleoptera","Carabidae","Harpalus","dimidiatus",5,"1","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","2BF05m","2BF","2BFP","Harpalus dimidiatus","2BF05m 1","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus"
"255","2","BF","05m","P","2BF05mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",58,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","2BF05m","2BF","2BFP","Harpalus pygmaeus","2BF05m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"256","2","BF","05m","P","2BF05mP","20/6","Coleoptera","Carabidae","Metallina","properans",1,"1","x","x","Carabidae_Metallina_properans","Carabidae_Metallina","2BF05m","2BF","2BFP","Metallina properans","2BF05m 1","Coleoptera_Carabidae_Metallina_properans","S_Coleoptera_Carabidae_Metallina_properans"
"257","2","BF","05m","P","2BF05mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF05m","2BF","2BFP"," ","2BF05m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"258","2","BF","05m","P","2BF05mP","20/6","Neuroptera","","","",0,"1","","","__","_","2BF05m","2BF","2BFP"," ","2BF05m 1","Neuroptera___","O_Neuroptera___"
"259","2","BF","05m","P","2BF05mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BF05m","2BF","2BFP","Phalangium opilio","2BF05m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"260","2","BF","20m","P","2BF20mP","20/6","Araneae","Linyphiidae","Pelecopsis","parallela",2,"1","x","x","Linyphiidae_Pelecopsis_parallela","Linyphiidae_Pelecopsis","2BF20m","2BF","2BFP","Pelecopsis parallela","2BF20m 1","Araneae_Linyphiidae_Pelecopsis_parallela","S_Araneae_Linyphiidae_Pelecopsis_parallela"
"261","2","BF","20m","P","2BF20mP","20/6","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"1","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","2BF20m","2BF","2BFP","Tenuiphantes tenuis","2BF20m 1","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis"
"262","2","BF","20m","P","2BF20mP","20/6","Araneae","Lycosidae","Trochosa","robusta",2,"1","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","2BF20m","2BF","2BFP","Trochosa robusta","2BF20m 1","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta"
"263","2","BF","20m","P","2BF20mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",2,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","2BF20m","2BF","2BFP","Xerolycosa miniata","2BF20m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata"
"264","2","BF","20m","P","2BF20mP","20/6","Araneae","Thomisidae","Xysticus","kochi",1,"1","x","x","Thomisidae_Xysticus_kochi","Thomisidae_Xysticus","2BF20m","2BF","2BFP","Xysticus kochi","2BF20m 1","Araneae_Thomisidae_Xysticus_kochi","S_Araneae_Thomisidae_Xysticus_kochi"
"265","2","BF","20m","P","2BF20mP","20/6","Araneae","Thomisidae","Xysticus","sp.",1,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","2BF20m","2BF","2BFP","Xysticus sp.","2BF20m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
"266","2","BF","20m","P","2BF20mP","20/6","Coleoptera","Carabidae","Amara","aenea",6,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","2BF20m","2BF","2BFP","Amara aenea","2BF20m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea"
"267","2","BF","20m","P","2BF20mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",3,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","2BF20m","2BF","2BFP","Harpalus affinis","2BF20m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis"
"268","2","BF","20m","P","2BF20mP","20/6","Coleoptera","Carabidae","Harpalus","dimidiatus",3,"1","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","2BF20m","2BF","2BFP","Harpalus dimidiatus","2BF20m 1","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus"
"269","2","BF","20m","P","2BF20mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",2,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","2BF20m","2BF","2BFP","Harpalus pygmaeus","2BF20m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus"
"270","2","BF","20m","P","2BF20mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","2BF20m","2BF","2BFP"," ","2BF20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"271","2","BF","20m","P","2BF20mP","20/6","Neuroptera","","","",0,"1","","","__","_","2BF20m","2BF","2BFP"," ","2BF20m 1","Neuroptera___","O_Neuroptera___"
"272","2","BF","20m","P","2BF20mP","20/6","Opiliones","","","",0,"1","","","__","_","2BF20m","2BF","2BFP"," ","2BF20m 1","Opiliones___","O_Opiliones___"
"273","6","BE","00m","B","6BE00mB","22/6","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","6BE00m","6BE","6BEB","Tenuiphantes sp.","6BE00m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"274","6","BE","00m","B","6BE00mB","22/6","Araneae","Linyphiidae","","",1,"1","","","Linyphiidae__","Linyphiidae_","6BE00m","6BE","6BEB"," ","6BE00m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__"
"275","6","BE","00m","B","6BE00mB","22/6","Araneae","Pisauridae","Pisaura","mirabilis",1,"1","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","6BE00m","6BE","6BEB","Pisaura mirabilis","6BE00m 1","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis"
"276","6","BE","00m","B","6BE00mB","22/6","Araneae","Theridiidae","","",1,"1","","","Theridiidae__","Theridiidae_","6BE00m","6BE","6BEB"," ","6BE00m 1","Araneae_Theridiidae__","F_Araneae_Theridiidae__"
"277","6","BE","00m","B","6BE00mB","22/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","6BE00m","6BE","6BEB"," ","6BE00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"278","6","BE","00m","B","6BE00mB","22/6","Neuroptera","","","",0,"1","","","__","_","6BE00m","6BE","6BEB"," ","6BE00m 1","Neuroptera___","O_Neuroptera___"
"279","6","BE","00m","B","6BE00mB","22/6","Opiliones","Phalangiidae","Odiellus","spinosus",1,"1","x","x","Phalangiidae_Odiellus_spinosus","Phalangiidae_Odiellus","6BE00m","6BE","6BEB","Odiellus spinosus","6BE00m 1","Opiliones_Phalangiidae_Odiellus_spinosus","S_Opiliones_Phalangiidae_Odiellus_spinosus"
"280","6","BE","00m","B","6BE00mB","22/6","Opiliones","","","",1,"1","","","__","_","6BE00m","6BE","6BEB"," ","6BE00m 1","Opiliones___","O_Opiliones___"
"281","6","BE","05m","B","6BE05mB","22/6","Araneae","Araneidae","Araneus","sp.",1,"1","","x","Araneidae_Araneus_sp.","Araneidae_Araneus","6BE05m","6BE","6BEB","Araneus sp.","6BE05m 1","Araneae_Araneidae_Araneus_sp.","G_Araneae_Araneidae_Araneus_sp."
"282","6","BE","05m","B","6BE05mB","22/6","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","6BE05m","6BE","6BEB","Tenuiphantes sp.","6BE05m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"283","6","BE","05m","B","6BE05mB","22/6","Araneae","Theridiidae","Enoplognatha","sp.",1,"1","","x","Theridiidae_Enoplognatha_sp.","Theridiidae_Enoplognatha","6BE05m","6BE","6BEB","Enoplognatha sp.","6BE05m 1","Araneae_Theridiidae_Enoplognatha_sp.","G_Araneae_Theridiidae_Enoplognatha_sp."
"284","6","BE","05m","B","6BE05mB","22/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","6BE05m","6BE","6BEB"," ","6BE05m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"285","6","BE","05m","B","6BE05mB","22/6","Neuroptera","","","",0,"1","","","__","_","6BE05m","6BE","6BEB"," ","6BE05m 1","Neuroptera___","O_Neuroptera___"
"286","6","BE","05m","B","6BE05mB","22/6","Opiliones","","","",0,"1","","","__","_","6BE05m","6BE","6BEB"," ","6BE05m 1","Opiliones___","O_Opiliones___"
"287","6","BE","20m","B","6BE20mB","22/6","Araneae","Linyphiidae","Tenuiphantes","sp.",3,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","6BE20m","6BE","6BEB","Tenuiphantes sp.","6BE20m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp."
"288","6","BE","20m","B","6BE20mB","22/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","6BE20m","6BE","6BEB"," ","6BE20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__"
"289","6","BE","20m","B","6BE20mB","22/6","Neuroptera","","","",0,"1","","","__","_","6BE20m","6BE","6BEB"," ","6BE20m 1","Neuroptera___","O_Neuroptera___"
"290","6","BE","20m","B","6BE20mB","22/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","6BE20m","6BE","6BEB","Phalangium opilio","6BE20m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio"
"291","6","BE","00m","F","6BE00mF","22/6","Araneae","Theridiidae","Enoplognatha","sp.",1,"1","","x","Theridiidae_Enoplognatha_sp.","Theridiidae_Enoplognatha","6BE00m","6BE","6BEF","Enoplognatha sp.","6BE00m 1","Araneae_Theridiidae_Enoplognatha_sp.","G_Araneae_Theridiidae_Enoplognatha_sp."
"292","6","BE","00m","F","6BE00mF","22/6","Araneae","Thomisidae","Xysticus","sp.",1,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","6BE00m","6BE","6BEF","Xysticus sp.","6BE00m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp."
