"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs","year","subfamily"
"601","8","BF","05m","B","8BF05mB","19/6","Araneae","Araneidae","","",1,"1","","","Araneidae__","Araneidae_","8BF05m","8BF","8BFB"," ","8BF05m 1","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"602","8","BF","05m","B","8BF05mB","19/6","Araneae","Linyphiidae","Pelecopsis","sp.",1,"1","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","8BF05m","8BF","8BFB","Pelecopsis sp.","8BF05m 1","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018",NA
"603","8","BF","05m","B","8BF05mB","19/6","Araneae","Linyphiidae","Tenuiphantes","sp.",4,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF05m","8BF","8BFB","Tenuiphantes sp.","8BF05m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"604","8","BF","05m","B","8BF05mB","19/6","Araneae","Salticidae","Salticus","scenicus",1,"1","x","x","Salticidae_Salticus_scenicus","Salticidae_Salticus","8BF05m","8BF","8BFB","Salticus scenicus","8BF05m 1","Araneae_Salticidae_Salticus_scenicus","S_Araneae_Salticidae_Salticus_scenicus","2018",NA
"605","8","BF","05m","B","8BF05mB","19/6","Araneae","Thomisidae","Xysticus","sp.",1,"1","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BF05m","8BF","8BFB","Xysticus sp.","8BF05m 1","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"606","8","BF","05m","B","8BF05mB","19/6","Dermaptera","Forficulidae","Forficula","auricularia",3,"1","x","x","Forficulidae_Forficula_auricularia","Forficulidae_Forficula","8BF05m","8BF","8BFB","Forficula auricularia","8BF05m 1","Dermaptera_Forficulidae_Forficula_auricularia","S_Dermaptera_Forficulidae_Forficula_auricularia","2018",NA
"607","8","BF","05m","B","8BF05mB","19/6","Neuroptera","","","",0,"1","","","__","_","8BF05m","8BF","8BFB"," ","8BF05m 1","Neuroptera___","O_Neuroptera___","2018",NA
"608","8","BF","05m","B","8BF05mB","19/6","Opiliones","","","",0,"1","","","__","_","8BF05m","8BF","8BFB"," ","8BF05m 1","Opiliones___","O_Opiliones___","2018",NA
"609","8","BF","20m","B","8BF20mB","19/6","Araneae","Linyphiidae","Pelecopsis","sp.",1,"1","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","8BF20m","8BF","8BFB","Pelecopsis sp.","8BF20m 1","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018",NA
"610","8","BF","20m","B","8BF20mB","19/6","Araneae","Linyphiidae","Tenuiphantes","sp.",2,"1","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF20m","8BF","8BFB","Tenuiphantes sp.","8BF20m 1","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"611","8","BF","20m","B","8BF20mB","19/6","Araneae","Linyphiidae","","",1,"1","","","Linyphiidae__","Linyphiidae_","8BF20m","8BF","8BFB"," ","8BF20m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__","2018",NA
"612","8","BF","20m","B","8BF20mB","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","8BF20m","8BF","8BFB"," ","8BF20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"613","8","BF","20m","B","8BF20mB","19/6","Neuroptera","","","",0,"1","","","__","_","8BF20m","8BF","8BFB"," ","8BF20m 1","Neuroptera___","O_Neuroptera___","2018",NA
"614","8","BF","20m","B","8BF20mB","19/6","Opiliones","","","",0,"1","","","__","_","8BF20m","8BF","8BFB"," ","8BF20m 1","Opiliones___","O_Opiliones___","2018",NA
"615","8","BF","00m","F","8BF00mF","19/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",1,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","8BF00m","8BF","8BFF","Pachygnatha degeeri","8BF00m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018",NA
"616","8","BF","00m","F","8BF00mF","19/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","8BF00m","8BF","8BFF"," ","8BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"617","8","BF","00m","F","8BF00mF","19/6","Neuroptera","","","",0,"1","","","__","_","8BF00m","8BF","8BFF"," ","8BF00m 1","Neuroptera___","O_Neuroptera___","2018",NA
"618","8","BF","00m","F","8BF00mF","19/6","Opiliones","","","",0,"1","","","__","_","8BF00m","8BF","8BFF"," ","8BF00m 1","Opiliones___","O_Opiliones___","2018",NA
"619","8","BF","00m","P","8BF00mP","20/6","Araneae","Gnaphosidae","","",2,"1","","","Gnaphosidae__","Gnaphosidae_","8BF00m","8BF","8BFP"," ","8BF00m 1","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__","2018",NA
"620","8","BF","00m","P","8BF00mP","20/6","Araneae","Linyphiidae","Dicymbium","nigrum",1,"1","x","x","Linyphiidae_Dicymbium_nigrum","Linyphiidae_Dicymbium","8BF00m","8BF","8BFP","Dicymbium nigrum","8BF00m 1","Araneae_Linyphiidae_Dicymbium_nigrum","S_Araneae_Linyphiidae_Dicymbium_nigrum","2018",NA
"621","8","BF","00m","P","8BF00mP","20/6","Araneae","Linyphiidae","Mermessus","trilobatus",2,"1","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","8BF00m","8BF","8BFP","Mermessus trilobatus","8BF00m 1","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018",NA
"622","8","BF","00m","P","8BF00mP","20/6","Araneae","Linyphiidae","","",2,"1","","","Linyphiidae__","Linyphiidae_","8BF00m","8BF","8BFP"," ","8BF00m 1","Araneae_Linyphiidae__","F_Araneae_Linyphiidae__","2018",NA
"623","8","BF","00m","P","8BF00mP","20/6","Araneae","Lycosidae","Pardosa","cribrata",2,"1","x","x","Lycosidae_Pardosa_cribrata","Lycosidae_Pardosa","8BF00m","8BF","8BFP","Pardosa cribrata","8BF00m 1","Araneae_Lycosidae_Pardosa_cribrata","S_Araneae_Lycosidae_Pardosa_cribrata","2018",NA
"624","8","BF","00m","P","8BF00mP","20/6","Araneae","Lycosidae","Pardosa","proxima",2,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BF00m","8BF","8BFP","Pardosa proxima","8BF00m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018",NA
"625","8","BF","00m","P","8BF00mP","20/6","Araneae","Lycosidae","Pardosa","sp.",2,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BF00m","8BF","8BFP","Pardosa sp.","8BF00m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"626","8","BF","00m","P","8BF00mP","20/6","Araneae","Salticidae","Salticus","scenicus",1,"1","x","x","Salticidae_Salticus_scenicus","Salticidae_Salticus","8BF00m","8BF","8BFP","Salticus scenicus","8BF00m 1","Araneae_Salticidae_Salticus_scenicus","S_Araneae_Salticidae_Salticus_scenicus","2018",NA
"627","8","BF","00m","P","8BF00mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",2,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","8BF00m","8BF","8BFP","Pachygnatha degeeri","8BF00m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018",NA
"628","8","BF","00m","P","8BF00mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",1,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","8BF00m","8BF","8BFP","Harpalus affinis","8BF00m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018",NA
"629","8","BF","00m","P","8BF00mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",2,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","8BF00m","8BF","8BFP","Harpalus pygmaeus","8BF00m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus","2018",NA
"630","8","BF","00m","P","8BF00mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","8BF00m","8BF","8BFP"," ","8BF00m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"631","8","BF","00m","P","8BF00mP","20/6","Neuroptera","","","",0,"1","","","__","_","8BF00m","8BF","8BFP"," ","8BF00m 1","Neuroptera___","O_Neuroptera___","2018",NA
"632","8","BF","00m","P","8BF00mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",3,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BF00m","8BF","8BFP","Phalangium opilio","8BF00m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"633","8","BF","05m","P","8BF05mP","20/6","Araneae","Gnaphosidae","Haplodrassus","rufipes",1,"1","x","x","Gnaphosidae_Haplodrassus_rufipes","Gnaphosidae_Haplodrassus","8BF05m","8BF","8BFP","Haplodrassus rufipes","8BF05m 1","Araneae_Gnaphosidae_Haplodrassus_rufipes","S_Araneae_Gnaphosidae_Haplodrassus_rufipes","2018",NA
"634","8","BF","05m","P","8BF05mP","20/6","Araneae","Linyphiidae","Pelecopsis","sp.",1,"1","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","8BF05m","8BF","8BFP","Pelecopsis sp.","8BF05m 1","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018",NA
"635","8","BF","05m","P","8BF05mP","20/6","Araneae","Lycosidae","Pardosa","sp.",1,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BF05m","8BF","8BFP","Pardosa sp.","8BF05m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"636","8","BF","05m","P","8BF05mP","20/6","Araneae","Lycosidae","Trochosa","robusta",2,"1","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","8BF05m","8BF","8BFP","Trochosa robusta","8BF05m 1","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta","2018",NA
"637","8","BF","05m","P","8BF05mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",6,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","8BF05m","8BF","8BFP","Xerolycosa miniata","8BF05m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018",NA
"638","8","BF","05m","P","8BF05mP","20/6","Araneae","Lycosidae","","",1,"1","","","Lycosidae__","Lycosidae_","8BF05m","8BF","8BFP"," ","8BF05m 1","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018",NA
"639","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Amara","aenea",22,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","8BF05m","8BF","8BFP","Amara aenea","8BF05m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea","2018",NA
"640","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Amara","tibialis",1,"1","x","x","Carabidae_Amara_tibialis","Carabidae_Amara","8BF05m","8BF","8BFP","Amara tibialis","8BF05m 1","Coleoptera_Carabidae_Amara_tibialis","S_Coleoptera_Carabidae_Amara_tibialis","2018",NA
"641","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",3,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","8BF05m","8BF","8BFP","Harpalus affinis","8BF05m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018",NA
"642","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Harpalus","dimidiatus",4,"1","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BF05m","8BF","8BFP","Harpalus dimidiatus","8BF05m 1","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018",NA
"643","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",17,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","8BF05m","8BF","8BFP","Harpalus pygmaeus","8BF05m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus","2018",NA
"644","8","BF","05m","P","8BF05mP","20/6","Coleoptera","Carabidae","Pseudoophonus","rufipes",1,"1","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","8BF05m","8BF","8BFP","Pseudoophonus rufipes","8BF05m 1","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018",NA
"645","8","BF","05m","P","8BF05mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","8BF05m","8BF","8BFP"," ","8BF05m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"646","8","BF","05m","P","8BF05mP","20/6","Neuroptera","","","",0,"1","","","__","_","8BF05m","8BF","8BFP"," ","8BF05m 1","Neuroptera___","O_Neuroptera___","2018",NA
"647","8","BF","05m","P","8BF05mP","20/6","Opiliones","","","",0,"1","","","__","_","8BF05m","8BF","8BFP"," ","8BF05m 1","Opiliones___","O_Opiliones___","2018",NA
"648","8","BF","20m","P","8BF20mP","20/6","Araneae","Araneidae","","",1,"1","","","Araneidae__","Araneidae_","8BF20m","8BF","8BFP"," ","8BF20m 1","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"649","8","BF","20m","P","8BF20mP","20/6","Araneae","Linyphiidae","Agyneta","rurestris",3,"1","x","x","Linyphiidae_Agyneta_rurestris","Linyphiidae_Agyneta","8BF20m","8BF","8BFP","Agyneta rurestris","8BF20m 1","Araneae_Linyphiidae_Agyneta_rurestris","S_Araneae_Linyphiidae_Agyneta_rurestris","2018",NA
"650","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","Pardosa","proxima",1,"1","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BF20m","8BF","8BFP","Pardosa proxima","8BF20m 1","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018",NA
"651","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","Pardosa","sp.",6,"1","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BF20m","8BF","8BFP","Pardosa sp.","8BF20m 1","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"652","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","Trochosa","robusta",1,"1","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","8BF20m","8BF","8BFP","Trochosa robusta","8BF20m 1","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta","2018",NA
"653","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","Trochosa","sp.",1,"1","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BF20m","8BF","8BFP","Trochosa sp.","8BF20m 1","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"654","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","Xerolycosa","miniata",1,"1","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","8BF20m","8BF","8BFP","Xerolycosa miniata","8BF20m 1","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018",NA
"655","8","BF","20m","P","8BF20mP","20/6","Araneae","Lycosidae","","",8,"1","","","Lycosidae__","Lycosidae_","8BF20m","8BF","8BFP"," ","8BF20m 1","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018",NA
"656","8","BF","20m","P","8BF20mP","20/6","Araneae","Tetragnathidae","Pachygnatha","degeeri",1,"1","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","8BF20m","8BF","8BFP","Pachygnatha degeeri","8BF20m 1","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018",NA
"657","8","BF","20m","P","8BF20mP","20/6","Araneae","Thomisidae","Xysticus","erraticus",1,"1","x","x","Thomisidae_Xysticus_erraticus","Thomisidae_Xysticus","8BF20m","8BF","8BFP","Xysticus erraticus","8BF20m 1","Araneae_Thomisidae_Xysticus_erraticus","S_Araneae_Thomisidae_Xysticus_erraticus","2018",NA
"658","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Amara","aenea",1,"1","x","x","Carabidae_Amara_aenea","Carabidae_Amara","8BF20m","8BF","8BFP","Amara aenea","8BF20m 1","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea","2018",NA
"659","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Callistus","lunatus",1,"1","x","x","Carabidae_Callistus_lunatus","Carabidae_Callistus","8BF20m","8BF","8BFP","Callistus lunatus","8BF20m 1","Coleoptera_Carabidae_Callistus_lunatus","S_Coleoptera_Carabidae_Callistus_lunatus","2018",NA
"660","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Harpalus","affinis",7,"1","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","8BF20m","8BF","8BFP","Harpalus affinis","8BF20m 1","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018",NA
"661","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Harpalus","dimidiatus",6,"1","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BF20m","8BF","8BFP","Harpalus dimidiatus","8BF20m 1","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018",NA
"662","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Harpalus","pygmaeus",4,"1","x","x","Carabidae_Harpalus_pygmaeus","Carabidae_Harpalus","8BF20m","8BF","8BFP","Harpalus pygmaeus","8BF20m 1","Coleoptera_Carabidae_Harpalus_pygmaeus","S_Coleoptera_Carabidae_Harpalus_pygmaeus","2018",NA
"663","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Parophonus","maculicornis",1,"1","x","x","Carabidae_Parophonus_maculicornis","Carabidae_Parophonus","8BF20m","8BF","8BFP","Parophonus maculicornis","8BF20m 1","Coleoptera_Carabidae_Parophonus_maculicornis","S_Coleoptera_Carabidae_Parophonus_maculicornis","2018",NA
"664","8","BF","20m","P","8BF20mP","20/6","Coleoptera","Carabidae","Trepanes","gilvipes",1,"1","x","x","Carabidae_Trepanes_gilvipes","Carabidae_Trepanes","8BF20m","8BF","8BFP","Trepanes gilvipes","8BF20m 1","Coleoptera_Carabidae_Trepanes_gilvipes","S_Coleoptera_Carabidae_Trepanes_gilvipes","2018",NA
"665","8","BF","20m","P","8BF20mP","20/6","Dermaptera","Forficulidae","","",0,"1","","","Forficulidae__","Forficulidae_","8BF20m","8BF","8BFP"," ","8BF20m 1","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"666","8","BF","20m","P","8BF20mP","20/6","Neuroptera","","","",0,"1","","","__","_","8BF20m","8BF","8BFP"," ","8BF20m 1","Neuroptera___","O_Neuroptera___","2018",NA
"667","8","BF","20m","P","8BF20mP","20/6","Opiliones","Phalangiidae","Phalangium","opilio",1,"1","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BF20m","8BF","8BFP","Phalangium opilio","8BF20m 1","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"1286","2","BE","00m","B","2BE00mB","27/8","Araneae","Araneidae","","",1,"2","","","Araneidae__","Araneidae_","2BE00m","2BE","2BEB"," ","2BE00m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"1287","2","BE","00m","B","2BE00mB","27/8","Araneae","Gnaphosidae","","",1,"2","","","Gnaphosidae__","Gnaphosidae_","2BE00m","2BE","2BEB"," ","2BE00m 2","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__","2018",NA
"1288","2","BE","00m","B","2BE00mB","27/8","Araneae","Philodromidae","","",1,"2","","","Philodromidae__","Philodromidae_","2BE00m","2BE","2BEB"," ","2BE00m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"1289","2","BE","00m","B","2BE00mB","27/8","Araneae","Salticidae","Leptorchestes","sp.",1,"2","","x","Salticidae_Leptorchestes_sp.","Salticidae_Leptorchestes","2BE00m","2BE","2BEB","Leptorchestes sp.","2BE00m 2","Araneae_Salticidae_Leptorchestes_sp.","G_Araneae_Salticidae_Leptorchestes_sp.","2018",NA
"1290","2","BE","00m","B","2BE00mB","27/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","2BE00m","2BE","2BEB","Pseudeuophrys sp.","2BE00m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1291","2","BE","00m","B","2BE00mB","27/8","Araneae","Salticidae","Salticus","sp.",3,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","2BE00m","2BE","2BEB","Salticus sp.","2BE00m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018",NA
"1292","2","BE","00m","B","2BE00mB","27/8","Araneae","Segestriidae","Segestria","sp.",1,"2","","x","Segestriidae_Segestria_sp.","Segestriidae_Segestria","2BE00m","2BE","2BEB","Segestria sp.","2BE00m 2","Araneae_Segestriidae_Segestria_sp.","G_Araneae_Segestriidae_Segestria_sp.","2018",NA
"1293","2","BE","00m","B","2BE00mB","27/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","2BE00m","2BE","2BEB"," ","2BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1294","2","BE","00m","B","2BE00mB","27/8","Neuroptera","","","",0,"2","","","__","_","2BE00m","2BE","2BEB"," ","2BE00m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1295","2","BE","00m","B","2BE00mB","27/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BE00m","2BE","2BEB","Phalangium opilio","2BE00m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"1296","2","BE","05m","B","2BE05mB","27/8","Araneae","Oxyopidae","Oxyopes","sp.",4,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","2BE05m","2BE","2BEB","Oxyopes sp.","2BE05m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1297","2","BE","05m","B","2BE05mB","27/8","Araneae","Salticidae","Leptorchestes","berolinensis",1,"2","x","x","Salticidae_Leptorchestes_berolinensis","Salticidae_Leptorchestes","2BE05m","2BE","2BEB","Leptorchestes berolinensis","2BE05m 2","Araneae_Salticidae_Leptorchestes_berolinensis","S_Araneae_Salticidae_Leptorchestes_berolinensis","2018",NA
"1298","2","BE","05m","B","2BE05mB","27/8","Araneae","Salticidae","Salticus","sp.",3,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","2BE05m","2BE","2BEB","Salticus sp.","2BE05m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018",NA
"1299","2","BE","05m","B","2BE05mB","27/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","2BE05m","2BE","2BEB","Xysticus sp.","2BE05m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"1300","2","BE","05m","B","2BE05mB","27/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","2BE05m","2BE","2BEB"," ","2BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1301","2","BE","05m","B","2BE05mB","27/8","Neuroptera","","","",0,"2","","","__","_","2BE05m","2BE","2BEB"," ","2BE05m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1302","2","BE","05m","B","2BE05mB","27/8","Opiliones","Phalangiidae","Phalangium","opilio",3,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","2BE05m","2BE","2BEB","Phalangium opilio","2BE05m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"1303","2","BE","20m","B","2BE20mB","27/8","Araneae","Araneidae","","",1,"2","","","Araneidae__","Araneidae_","2BE20m","2BE","2BEB"," ","2BE20m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"1304","2","BE","20m","B","2BE20mB","27/8","Araneae","Oxyopidae","Oxyopes","sp.",1,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","2BE20m","2BE","2BEB","Oxyopes sp.","2BE20m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1305","2","BE","20m","B","2BE20mB","27/8","Araneae","Salticidae","Pseudeuophrys","sp.",1,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","2BE20m","2BE","2BEB","Pseudeuophrys sp.","2BE20m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1306","2","BE","20m","B","2BE20mB","27/8","Araneae","Salticidae","Salticus","sp.",1,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","2BE20m","2BE","2BEB","Salticus sp.","2BE20m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018",NA
"1307","2","BE","20m","B","2BE20mB","27/8","Araneae","Salticidae","","",1,"2","","","Salticidae__","Salticidae_","2BE20m","2BE","2BEB"," ","2BE20m 2","Araneae_Salticidae__","F_Araneae_Salticidae__","2018",NA
"1308","2","BE","20m","B","2BE20mB","27/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","2BE20m","2BE","2BEB"," ","2BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
